SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP,,,,,
1000,15,1540,529050,10001020,529050,,1000-15-11-1540-154030-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,150,,,,,
1000,15,1540,529050,10001030,529050,,1000-15-11-1540-154040-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"2,700",,,,,
1000,15,1540,560100,10001030,560100,,1000-15-11-1540-154040-000000-000-560100-,Reimbursed Expenses,E,"171,326",,,,,
1000,15,1540,570100,10001030,570100,,1000-15-11-1540-154040-000000-000-570100-,Prior Year Obligations,E,0,,,,,
1000,15,1540,570200,10001030,570200,,1000-15-11-1540-154040-000000-000-570200-,Unexpendable Appropriations,E,"115,000",,,,,
1000,15,1560,510100,10001050,510100,,1000-15-11-1560-000000-000000-000-510100-,Salaries & Wages - Regular,E,"1,102,319",,,,,
1000,15,1560,510195,10001050,510195,,1000-15-11-1560-000000-000000-000-510195-,Employee Merit Pay,E,"23,578",,,,,
1000,15,1560,515130,10001050,515130,,1000-15-11-1560-000000-000000-000-515130-,Social Security Tax,E,"86,555",,,,,
1000,15,1560,515140,10001050,515140,,1000-15-11-1560-000000-000000-000-515140-,Empl Retirement Expns,E,"80,779",,,,,
1000,15,1560,515150,10001050,515150,,1000-15-11-1560-000000-000000-000-515150-,Empl Insurance Premium,E,"103,792",,,,,
1000,15,1560,515160,10001050,515160,,1000-15-11-1560-000000-000000-000-515160-,Retiree Insurance Premium,E,"32,435",,,,,
1000,15,1560,515190,10001050,515190,,1000-15-11-1560-000000-000000-000-515190-,401K Retirement,E,"33,799",,,,,
1000,15,1560,515200,10001050,515200,,1000-15-11-1560-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819",,,,,
1000,15,1560,520020,10001050,520020,,1000-15-11-1560-000000-000000-000-520020-,ISP Workmens Compensation,E,"21,129",,,,,
1000,15,1560,520030,10001050,520030,,1000-15-11-1560-000000-000000-000-520030-,Uniforms-Prot Clothing,E,0,,,,,
1000,15,1560,520050,10001050,520050,,1000-15-11-1560-000000-000000-000-520050-,Auto & Othr Allowances,E,"2,000",,,,,
1000,15,1560,520210,10001050,520210,,1000-15-11-1560-000000-000000-000-520210-,Advertising,E,"1,000",,,,,
1000,15,1560,520220,10001050,520220,,1000-15-11-1560-000000-000000-000-520220-,Prof & Technical Services,E,0,,,,,
1000,15,1560,520610,10001050,520610,,1000-15-11-1560-000000-000000-000-520610-,Education,E,0,,,,,
1000,15,1560,521900,10001050,521900,,1000-15-11-1560-000000-000000-000-521900-,Fees - Other,E,"1,000",,,,,
1000,15,1560,521910,10001050,521910,,1000-15-11-1560-000000-000000-000-521910-,Misc Contractual Services,E,"47,000",,,,,
1000,15,1560,522210,10001050,522210,,1000-15-11-1560-000000-000000-000-522210-,Specialty Departmental Supplie,E,"5,000",,,,,
1000,15,1560,522240,10001050,522240,,1000-15-11-1560-000000-000000-000-522240-,Office Supplies,E,"5,000",,,,,
1000,15,1560,522250,10001050,522250,,1000-15-11-1560-000000-000000-000-522250-,Technology Services,E,"3,000",,,,,
1000,15,1560,522490,10001050,522490,,1000-15-11-1560-000000-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,15,1560,522500,10001050,522500,,1000-15-11-1560-000000-000000-000-522500-,Telecommunications,E,"10,000",,,,,
1000,15,1560,522510,10001050,522510,,1000-15-11-1560-000000-000000-000-522510-,ISP Telecommunications,E,"4,857",,,,,
1000,15,1560,523000,10001050,523000,,1000-15-11-1560-000000-000000-000-523000-,ISP Insurance Premiums,E,"1,665",,,,,
1000,15,1560,523010,10001050,523010,,1000-15-11-1560-000000-000000-000-523010-,ISP Insurance Administration,E,"1,150",,,,,
1000,15,1560,524000,10001050,524000,,1000-15-11-1560-000000-000000-000-524000-,Rental Of Land & Bldgs,E,0,,,,,
1000,15,1560,524010,10001050,524010,,1000-15-11-1560-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"76,503",,,,,
1000,15,1560,529000,10001050,529000,,1000-15-11-1560-000000-000000-000-529000-,Travel & Meetings,E,"10,000",,,,,
1000,15,1560,529010,10001050,529010,,1000-15-11-1560-000000-000000-000-529010-,Empl Reimb Training Exp,E,"6,943",,,,,
1000,15,1560,529020,10001050,529020,,1000-15-11-1560-000000-000000-000-529020-,Training Conf & Meetings,E,"17,150",,,,,
1000,15,1560,529030,10001050,529030,,1000-15-11-1560-000000-000000-000-529030-,Postage,E,500,,,,,
1000,15,1560,529040,10001050,529040,,1000-15-11-1560-000000-000000-000-529040-,Printing & Publishing,E,"6,500",,,,,
1000,15,1560,529050,10001050,529050,,1000-15-11-1560-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"4,045",,,,,
1000,15,1560,529999,10001050,529999,,1000-15-11-1560-000000-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,15,1560,560100,10001050,560100,,1000-15-11-1560-000000-000000-000-560100-,Reimbursed Expenses,E,"138,796",,,,,
1000,15,1570,521120,10151030,521120,,1000-15-11-1570-157335-000000-000-521120-,Grants,E,0,,,,,
1000,15,1570,521910,10151030,521910,,1000-15-11-1570-157335-000000-000-521910-,Misc Contractual Services,E,0,,,,,
1000,15,1580,521900,10001060,521900,,1000-15-11-1580-158030-000000-000-521900-,Fees - Other,E,0,,,,,
1000,16,1610,510100,10001090,510100,,1000-16-13-1610-000000-000000-000-510100-,Salaries & Wages - Regular,E,"551,083",,,,,
1000,16,1610,510195,10001090,510195,,1000-16-13-1610-000000-000000-000-510195-,Employee Merit Pay,E,"12,715",,,,,
1000,16,1610,515130,10001090,515130,,1000-16-13-1610-000000-000000-000-515130-,Social Security Tax,E,"43,499",,,,,
1000,16,1610,515140,10001090,515140,,1000-16-13-1610-000000-000000-000-515140-,Empl Retirement Expns,E,"40,424",,,,,
1000,16,1610,515150,10001090,515150,,1000-16-13-1610-000000-000000-000-515150-,Empl Insurance Premium,E,"32,435",,,,,
1000,16,1610,515160,10001090,515160,,1000-16-13-1610-000000-000000-000-515160-,Retiree Insurance Premium,E,"330,358",,,,,
1000,16,1610,515190,10001090,515190,,1000-16-13-1610-000000-000000-000-515190-,401K Retirement,E,"16,914",,,,,
1000,16,1610,515200,10001090,515200,,1000-16-13-1610-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"4,819",,,,,
1000,16,1610,520020,10001090,520020,,1000-16-13-1610-000000-000000-000-520020-,ISP Workmens Compensation,E,"4,439",,,,,
1000,16,1610,520110,10001090,520110,,1000-16-13-1610-000000-000000-000-520110-,M&R Equipment,E,"1,285",,,,,
1000,16,1610,520250,10001090,520250,,1000-16-13-1610-000000-000000-000-520250-,Management Fees,E,0,,,,,
1000,16,1610,521910,10001090,521910,,1000-16-13-1610-000000-000000-000-521910-,Misc Contractual Services,E,"14,580",,,,,
1000,16,1610,522210,10001090,522210,,1000-16-13-1610-000000-000000-000-522210-,Specialty Departmental Supplie,E,"8,217",,,,,
1000,16,1610,522240,10001090,522240,,1000-16-13-1610-000000-000000-000-522240-,Office Supplies,E,"2,283",,,,,
1000,16,1610,522500,10001090,522500,,1000-16-13-1610-000000-000000-000-522500-,Telecommunications,E,"3,301",,,,,
1000,16,1610,522510,10001090,522510,,1000-16-13-1610-000000-000000-000-522510-,ISP Telecommunications,E,"1,345",,,,,
1000,16,1610,523000,10001090,523000,,1000-16-13-1610-000000-000000-000-523000-,ISP Insurance Premiums,E,62,,,,,
1000,16,1610,524010,10001090,524010,,1000-16-13-1610-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"50,986",,,,,
1000,16,1610,529000,10001090,529000,,1000-16-13-1610-000000-000000-000-529000-,Travel & Meetings,E,"1,700",,,,,
1000,16,1610,529020,10001090,529020,,1000-16-13-1610-000000-000000-000-529020-,Training Conf & Meetings,E,"13,240",,,,,
1000,16,1610,529030,10001090,529030,,1000-16-13-1610-000000-000000-000-529030-,Postage,E,479,,,,,
1000,16,1610,529040,10001090,529040,,1000-16-13-1610-000000-000000-000-529040-,Printing & Publishing,E,"2,936",,,,,
1000,16,1610,529050,10001090,529050,,1000-16-13-1610-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"3,158",,,,,
1000,16,1610,529999,10001090,529999,,1000-16-13-1610-000000-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,16,1610,570100,10001090,570100,,1000-16-13-1610-000000-000000-000-570100-,Prior Year Obligations,E,0,,,,,
1000,16,1620,510100,10001100,510100,,1000-16-13-1620-000000-000000-000-510100-,Salaries & Wages - Regular,E,"1,633,683",,,,,
1000,16,1620,510140,10001100,510140,,1000-16-13-1620-000000-000000-000-510140-,Overtime,E,"11,315",,,,,
1000,16,1620,510190,10001100,510190,,1000-16-13-1620-000000-000000-000-510190-,Salary & Wages-Part-Time,E,0,,,,,
1000,16,1620,510195,10001100,510195,,1000-16-13-1620-000000-000000-000-510195-,Employee Merit Pay,E,"23,440",,,,,
1000,16,1620,515130,10001100,515130,,1000-16-13-1620-000000-000000-000-515130-,Social Security Tax,E,"126,590",,,,,
1000,16,1620,515140,10001100,515140,,1000-16-13-1620-000000-000000-000-515140-,Empl Retirement Expns,E,"118,647",,,,,
1000,16,1620,515150,10001100,515150,,1000-16-13-1620-000000-000000-000-515150-,Empl Insurance Premium,E,"220,558",,,,,
1000,16,1620,515190,10001100,515190,,1000-16-13-1620-000000-000000-000-515190-,401K Retirement,E,"49,643",,,,,
1000,16,1620,520110,10001100,520110,,1000-16-13-1620-000000-000000-000-520110-,M&R Equipment,E,500,,,,,
1000,16,1620,520250,10001100,520250,,1000-16-13-1620-000000-000000-000-520250-,Management Fees,E,0,,,,,
1000,16,1620,520610,10001100,520610,,1000-16-13-1620-000000-000000-000-520610-,Education,E,0,,,,,
1000,16,1620,521900,10001100,521900,,1000-16-13-1620-000000-000000-000-521900-,Fees - Other,E,"79,300",,,,,
1000,16,1620,521910,10001100,521910,,1000-16-13-1620-000000-000000-000-521910-,Misc Contractual Services,E,"32,700",,,,,
1000,16,1620,522210,10001100,522210,,1000-16-13-1620-000000-000000-000-522210-,Specialty Departmental Supplie,E,"8,000",,,,,
1000,16,1620,522220,10001100,522220,,1000-16-13-1620-000000-000000-000-522220-,Equipment Maintenance,E,0,,,,,
1000,16,1620,522240,10001100,522240,,1000-16-13-1620-000000-000000-000-522240-,Office Supplies,E,"15,400",,,,,
1000,16,1620,522250,10001100,522250,,1000-16-13-1620-000000-000000-000-522250-,Technology Services,E,"331,608",,,,,
1000,16,1620,522500,10001100,522500,,1000-16-13-1620-000000-000000-000-522500-,Telecommunications,E,"7,968",,,,,
1000,16,1620,522510,10001100,522510,,1000-16-13-1620-000000-000000-000-522510-,ISP Telecommunications,E,"7,874",,,,,
1000,16,1620,524010,10001100,524010,,1000-16-13-1620-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"97,315",,,,,
1000,16,1620,529000,10001100,529000,,1000-16-13-1620-000000-000000-000-529000-,Travel & Meetings,E,"2,400",,,,,
1000,16,1620,529020,10001100,529020,,1000-16-13-1620-000000-000000-000-529020-,Training Conf & Meetings,E,"13,900",,,,,
1000,16,1620,529030,10001100,529030,,1000-16-13-1620-000000-000000-000-529030-,Postage,E,"48,120",,,,,
1000,16,1620,529040,10001100,529040,,1000-16-13-1620-000000-000000-000-529040-,Printing & Publishing,E,"32,080",,,,,
1000,16,1620,529050,10001100,529050,,1000-16-13-1620-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"5,000",,,,,
1000,16,1620,560100,10001100,560100,,1000-16-13-1620-000000-000000-000-560100-,Reimbursed Expenses,E,"199,485",,,,,
1000,16,1630,510100,10001110,510100,,1000-16-13-1630-000000-000000-000-510100-,Salaries & Wages - Regular,E,"790,711",,,,,
1000,16,1630,510195,10001110,510195,,1000-16-13-1630-000000-000000-000-510195-,Employee Merit Pay,E,"11,489",,,,,
1000,16,1630,515130,10001110,515130,,1000-16-13-1630-000000-000000-000-515130-,Social Security Tax,E,"61,283",,,,,
1000,16,1630,515140,10001110,515140,,1000-16-13-1630-000000-000000-000-515140-,Empl Retirement Expns,E,"57,652",,,,,
1000,16,1630,515150,10001110,515150,,1000-16-13-1630-000000-000000-000-515150-,Empl Insurance Premium,E,"71,357",,,,,
1000,16,1630,515190,10001110,515190,,1000-16-13-1630-000000-000000-000-515190-,401K Retirement,E,"24,054",,,,,
1000,16,1630,515200,10001110,515200,,1000-16-13-1630-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,477,,,,,
1000,16,1630,520110,10001110,520110,,1000-16-13-1630-000000-000000-000-520110-,M&R Equipment,E,830,,,,,
1000,16,1630,520250,10001110,520250,,1000-16-13-1630-000000-000000-000-520250-,Management Fees,E,0,,,,,
1000,16,1630,521910,10001110,521910,,1000-16-13-1630-000000-000000-000-521910-,Misc Contractual Services,E,"13,162",,,,,
1000,16,1630,522210,10001110,522210,,1000-16-13-1630-000000-000000-000-522210-,Specialty Departmental Supplie,E,"1,000",,,,,
1000,16,1630,522240,10001110,522240,,1000-16-13-1630-000000-000000-000-522240-,Office Supplies,E,"1,425",,,,,
1000,16,1630,522250,10001110,522250,,1000-16-13-1630-000000-000000-000-522250-,Technology Services,E,"18,742",,,,,
1000,16,1630,522500,10001110,522500,,1000-16-13-1630-000000-000000-000-522500-,Telecommunications,E,"7,062",,,,,
1000,16,1630,522510,10001110,522510,,1000-16-13-1630-000000-000000-000-522510-,ISP Telecommunications,E,"3,763",,,,,
1000,16,1630,524010,10001110,524010,,1000-16-13-1630-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"35,991",,,,,
1000,16,1630,529000,10001110,529000,,1000-16-13-1630-000000-000000-000-529000-,Travel & Meetings,E,"14,249",,,,,
1000,16,1630,529010,10001110,529010,,1000-16-13-1630-000000-000000-000-529010-,Empl Reimb Training Exp,E,542,,,,,
1000,16,1630,529020,10001110,529020,,1000-16-13-1630-000000-000000-000-529020-,Training Conf & Meetings,E,"7,158",,,,,
1000,16,1630,529030,10001110,529030,,1000-16-13-1630-000000-000000-000-529030-,Postage,E,422,,,,,
1000,16,1630,529040,10001110,529040,,1000-16-13-1630-000000-000000-000-529040-,Printing & Publishing,E,"2,103",,,,,
1000,16,1640,510100,10001120,510100,,1000-16-13-1640-000000-000000-000-510100-,Salaries & Wages - Regular,E,"965,557",,,,,
1000,16,1640,510140,10001120,510140,,1000-16-13-1640-000000-000000-000-510140-,Overtime,E,"14,234",,,,,
1000,16,1640,510150,10001120,510150,,1000-16-13-1640-000000-000000-000-510150-,Salary & Wage - Temp,E,0,,,,,
1000,16,1640,510195,10001120,510195,,1000-16-13-1640-000000-000000-000-510195-,Employee Merit Pay,E,"12,521",,,,,
1000,16,1640,515130,10001120,515130,,1000-16-13-1640-000000-000000-000-515130-,Social Security Tax,E,"74,823",,,,,
1000,16,1640,515140,10001120,515140,,1000-16-13-1640-000000-000000-000-515140-,Empl Retirement Expns,E,"70,128",,,,,
1000,16,1640,515150,10001120,515150,,1000-16-13-1640-000000-000000-000-515150-,Empl Insurance Premium,E,"142,714",,,,,
1000,16,1640,515180,10001120,515180,,1000-16-13-1640-000000-000000-000-515180-,Unemploymnt Comp Or Taxes,E,"8,400",,,,,
1000,16,1640,515190,10001120,515190,,1000-16-13-1640-000000-000000-000-515190-,401K Retirement,E,"29,342",,,,,
1000,16,1640,520110,10001120,520110,,1000-16-13-1640-000000-000000-000-520110-,M&R Equipment,E,"6,000",,,,,
1000,16,1640,521900,10001120,521900,,1000-16-13-1640-000000-000000-000-521900-,Fees - Other,E,"15,150",,,,,
1000,16,1640,521910,10001120,521910,,1000-16-13-1640-000000-000000-000-521910-,Misc Contractual Services,E,"1,165,336",,,,,
1000,16,1640,522240,10001120,522240,,1000-16-13-1640-000000-000000-000-522240-,Office Supplies,E,"8,393",,,,,
1000,16,1640,522250,10001120,522250,,1000-16-13-1640-000000-000000-000-522250-,Technology Services,E,"804,653",,,,,
1000,16,1640,522500,10001120,522500,,1000-16-13-1640-000000-000000-000-522500-,Telecommunications,E,"5,776",,,,,
1000,16,1640,522510,10001120,522510,,1000-16-13-1640-000000-000000-000-522510-,ISP Telecommunications,E,"5,317",,,,,
1000,16,1640,524010,10001120,524010,,1000-16-13-1640-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"66,434",,,,,
1000,16,1640,529000,10001120,529000,,1000-16-13-1640-000000-000000-000-529000-,Travel & Meetings,E,"2,326",,,,,
1000,16,1640,529010,10001120,529010,,1000-16-13-1640-000000-000000-000-529010-,Empl Reimb Training Exp,E,"3,447",,,,,
1000,16,1640,529020,10001120,529020,,1000-16-13-1640-000000-000000-000-529020-,Training Conf & Meetings,E,"2,580",,,,,
1000,16,1640,529030,10001120,529030,,1000-16-13-1640-000000-000000-000-529030-,Postage,E,"986,216",,,,,
1000,16,1640,529040,10001120,529040,,1000-16-13-1640-000000-000000-000-529040-,Printing & Publishing,E,"12,106",,,,,
1000,16,1640,529050,10001120,529050,,1000-16-13-1640-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,450,,,,,
1000,16,1640,560100,10001120,560100,,1000-16-13-1640-000000-000000-000-560100-,Reimbursed Expenses,E,"80,164",,,,,
1000,16,1660,510100,10001130,510100,,1000-16-13-1660-000000-000000-000-510100-,Salaries & Wages - Regular,E,"578,063",,,,,
1000,16,1660,510195,10001130,510195,,1000-16-13-1660-000000-000000-000-510195-,Employee Merit Pay,E,"9,253",,,,,
1000,16,1660,515130,10001130,515130,,1000-16-13-1660-000000-000000-000-515130-,Social Security Tax,E,"44,930",,,,,
1000,16,1660,515140,10001130,515140,,1000-16-13-1660-000000-000000-000-515140-,Empl Retirement Expns,E,"42,111",,,,,
1000,16,1660,515150,10001130,515150,,1000-16-13-1660-000000-000000-000-515150-,Empl Insurance Premium,E,"45,409",,,,,
1000,16,1660,515190,10001130,515190,,1000-16-13-1660-000000-000000-000-515190-,401K Retirement,E,"17,619",,,,,
1000,16,1660,520110,10001130,520110,,1000-16-13-1660-000000-000000-000-520110-,M&R Equipment,E,"1,268",,,,,
1000,16,1660,520250,10001130,520250,,1000-16-13-1660-000000-000000-000-520250-,Management Fees,E,0,,,,,
1000,16,1660,520610,10001130,520610,,1000-16-13-1660-000000-000000-000-520610-,Education,E,0,,,,,
1000,16,1660,521910,10001130,521910,,1000-16-13-1660-000000-000000-000-521910-,Misc Contractual Services,E,"39,516",,,,,
1000,16,1660,522240,10001130,522240,,1000-16-13-1660-000000-000000-000-522240-,Office Supplies,E,"3,500",,,,,
1000,16,1660,522250,10001130,522250,,1000-16-13-1660-000000-000000-000-522250-,Technology Services,E,350,,,,,
1000,16,1660,522500,10001130,522500,,1000-16-13-1660-000000-000000-000-522500-,Telecommunications,E,"3,395",,,,,
1000,16,1660,522510,10001130,522510,,1000-16-13-1660-000000-000000-000-522510-,ISP Telecommunications,E,"2,163",,,,,
1000,16,1660,524010,10001130,524010,,1000-16-13-1660-000000-000000-000-524010-,ISP Rental of Land & Buildings,E,"19,329",,,,,
1000,16,1660,529000,10001130,529000,,1000-16-13-1660-000000-000000-000-529000-,Travel & Meetings,E,"2,300",,,,,
1000,16,1660,529020,10001130,529020,,1000-16-13-1660-000000-000000-000-529020-,Training Conf & Meetings,E,"3,696",,,,,
1000,16,1660,529030,10001130,529030,,1000-16-13-1660-000000-000000-000-529030-,Postage,E,595,,,,,
1000,16,1660,529040,10001130,529040,,1000-16-13-1660-000000-000000-000-529040-,Printing & Publishing,E,"3,000",,,,,
1000,16,1660,529050,10001130,529050,,1000-16-13-1660-000000-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"2,068",,,,,
1000,17,1710,510100,10001160,510100,,1000-17-13-1710-000000-000000-000-510100-,Salaries & Wages - Regular,E,"1,471,499",,,,,
1000,17,1710,510140,10001160,510140,,1000-17-13-1710-000000-000000-000-510140-,Overtime,E,"3,675",,,,,
1000,17,1710,510150,10001160,510150,,1000-17-13-1710-000000-000000-000-510150-,Salary & Wage - Temp,E,"42,375",,,,,
1000,17,1710,510190,10001160,510190,,1000-17-13-1710-000000-000000-000-510190-,Salary & Wages-Part-Time,E,0,,,,,
1000,17,1710,510195,10001160,510195,,1000-17-13-1710-000000-000000-000-510195-,Employee Merit Pay,E,"41,799",,,,,
1000,17,1710,515130,10001160,515130,,1000-17-13-1710-000000-000000-000-515130-,Social Security Tax,E,"116,105",,,,,
1000,17,1710,515140,10001160,515140,,1000-17-13-1710-000000-000000-000-515140-,Empl Retirement Expns,E,"108,580",,,,,
1000,17,1710,515150,10001160,515150,,1000-17-13-1710-000000-000000-000-515150-,Empl Insurance Premium,E,"130,758",,,,,
1000,17,1710,515160,10001160,515160,,1000-17-13-1710-000000-000000-000-515160-,Retiree Insurance Premium,E,"114,614",,,,,
1000,17,1710,515180,10001160,515180,,1000-17-13-1710-000000-000000-000-515180-,Unemploymnt Comp Or Taxes,E,"1,050",,,,,
1000,17,1710,515190,10001160,515190,,1000-17-13-1710-000000-000000-000-515190-,401K Retirement,E,"45,359",,,,,
1000,17,1710,515200,10001160,515200,,1000-17-13-1710-000000-000000-000-515200-,Othr Empl Fringe Bnfts,E,"5,768",,,,,
1000,17,1710,520020,10001160,520020,,1000-17-13-1710-000000-000000-000-520020-,ISP Workmens Compensation,E,"4,439",,,,,
